Country,Country Code,Region,Income Group,Year,Life Expectancy,Prevalence of Undernourishment,CO2 Emissions,Health Expenditure %,Education Expenditure %,Unemployment,Injuries,Communicable Diseases,Non Communicable Diseases,GDP (Billions),Access to clean water,Population (historical estimates)
Malaysia,MYS,East Asia & Pacific,Upper middle income,2005,73.555,3.2,167419.998168945,2.78692698,5.415543927,3.529999971,712032.24,994880.16,4024568.88,143.534,92.966715845,25923540
Malaysia,MYS,East Asia & Pacific,Upper middle income,2006,73.744,3.4,174100.006103516,3.10897732,4.485760212,3.309999943,708623.95,986527.82,4101274.76,162.692,93.035882656,26509416
Malaysia,MYS,East Asia & Pacific,Upper middle income,2007,73.931,3.6,189940.002441406,3.07041144,4.372539997,3.230000019,707622.01,1011554.73,4181286.32,193.55,93.105630160,27092604
Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,74.118,3.6,202910.003662109,3.00692534,3.958519936,3.319999933,724245.34,1054934,4323951.52,230.812,93.175919737,27664304
Malaysia,MYS,East Asia & Pacific,Upper middle income,2009,74.305,3.7,181929.992675781,3.2610569,5.974180222,3.660000086,745935.5,1106633.62,4460380.85,202.257,93.246288479,28217208
Malaysia,MYS,East Asia & Pacific,Upper middle income,2010,74.493,3.4,200220.001220703,3.16474295,4.966450214,3.390000105,737898.7,1103581.67,4509795.64,255.018,93.316964987,28717728
Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,74.683,3.3,202740.005493164,3.31451941,5.762939930,3.049999952,741774.17,1140127.71,4600436.42,297.952,93.370209785,29184140
Malaysia,MYS,East Asia & Pacific,Upper middle income,2012,74.877,3.3,205809.997558594,3.45786357,5.739029884,3.099999905,743903.68,1181791.14,4694473.58,314.443,93.420811211,29660216
Malaysia,MYS,East Asia & Pacific,Upper middle income,2013,75.072,3.5,223660.003662109,3.51275206,5.481200218,3.160000086,726646.06,1166296.26,4728365.81,323.276,93.471498719,30134806
Malaysia,MYS,East Asia & Pacific,Upper middle income,2014,75.268,3.6,236649.993896484,3.71036983,5.212639809,2.880000114,758203.92,1224238.38,4918744.73,338.066,93.522665532,30606454
Malaysia,MYS,East Asia & Pacific,Upper middle income,2015,75.461,3.8,236539.993286133,3.81819606,4.894869804,3.099999905,766883.23,1255870.78,5069652,301.355,93.573840963,31068834
Malaysia,MYS,East Asia & Pacific,Upper middle income,2016,75.649,3.5,235960.006713867,3.68569684,4.751920223,3.440000057,784585.39,1234672.25,5215452.63,301.255,93.625275897,31526414
Malaysia,MYS,East Asia & Pacific,Upper middle income,2017,75.828,3.2,227619.995117188,3.70413661,4.675310135,3.410000086,801143.21,1233788.07,5354202.28,319.109,93.675320127,31975812
Malaysia,MYS,East Asia & Pacific,Upper middle income,2018,75.997,2.7,244410.003662109,3.74833083,4.478650093,3.299999952,806548.71,1205095.69,5497174.86,358.789,93.724206611,32399270
Malaysia,MYS,East Asia & Pacific,Upper middle income,2019,76.156,2.6,253270.004272461,3.82514191,4.156610012,3.259999990,831900.61,1214136.65,5694065.19,365.178,93.771862555,32804024
Maldives,MDV,South Asia,Upper middle income,2001,70.964,,480,8.21364975,4.190959997,2.996999979,6566.36,22520.53,41713.97,0.87,8.353238041,287330
Maldives,MDV,South Asia,Upper middle income,2002,71.708,,620.000004768,8.78440094,5.791860104,4.188000202,6136.81,21553.38,41025.46,0.897,8.059689495,292293
Maldives,MDV,South Asia,Upper middle income,2003,72.399,,529.999971390,6.77857542,5.324069977,5.394000053,5813.38,20418.56,40950.64,1.052,8.646786587,297232
Maldives,MDV,South Asia,Upper middle income,2004,73.034,,750,7.48356962,4.661600113,6.415999889,13639.83,19263.78,41059.02,1.227,8.353238041,302142
Maldives,MDV,South Asia,Upper middle income,2005,73.612,,720.000028610,8.82753468,5.016839981,7.201000214,5628.4,18672.08,41460.72,1.163,8.353238041,307023
Maldives,MDV,South Asia,Upper middle income,2006,74.138,,870.000004768,8.04819012,4.645239830,9.156000137,5870.3,17437.07,42569.83,1.575,8.353238041,314411
Maldives,MDV,South Asia,Upper middle income,2007,74.621,,870.000004768,8.30568123,4.417880058,9.868000031,5900.62,16945.63,43414.46,1.868,8.353238041,325135
Maldives,MDV,South Asia,Upper middle income,2008,75.073,,870.000004768,11.47104168,4.470290184,11.055999756,5969.9,16751.01,44464.08,2.272,8.353238041,336890
Maldives,MDV,South Asia,Upper middle income,2009,75.499,,910.000026226,10.0928812,5.081689835,11.699999809,6095.87,16703.49,45798.52,2.345,8.353238041,349040
Maldives,MDV,South Asia,Upper middle income,2010,75.905,,959.999978542,8.48759079,3.633280039,11.288000107,6251.15,16736.63,47260.12,2.588,8.353238041,361579
Maldives,MDV,South Asia,Upper middle income,2011,76.293,,1009.999990463,7.92251587,3.080729961,10.472000122,6414.63,17015.26,48757.89,2.774,8.353238041,374450
Maldives,MDV,South Asia,Upper middle income,2012,76.664,,1139.999985695,8.67304802,3.340859890,9.472000122,6550.13,16882.16,50430.12,2.886,8.353238041,387552
Maldives,MDV,South Asia,Upper middle income,2013,77.018,,1129.999995232,8.13609314,3.388299942,8.727000237,6737.3,16909.29,52305.67,3.295,8.353238041,400741
Maldives,MDV,South Asia,Upper middle income,2014,77.36,,1370.000004768,7.90784121,3.088589907,7.867000103,6948.09,16961.68,54321.71,3.697,8.353238041,416746
Maldives,MDV,South Asia,Upper middle income,2015,77.691,,1370.000004768,8.6903019,3.887510061,6.928999901,7168.2,17051.85,56389.07,4.109,8.353238041,435590
Maldives,MDV,South Asia,Upper middle income,2016,78.013,,1759.999990463,10.28107738,3.686990023,6.119999886,7495.8,17182.57,58882.02,4.379,8.353238041,454263
Maldives,MDV,South Asia,Upper middle income,2017,78.325,,1860.000014305,9.24117565,3.887470007,5.869999886,7735.42,16926.23,61324.45,4.754,8.353238041,472449
Maldives,MDV,South Asia,Upper middle income,2018,78.627,,2099.999904633,7.65245056,3.912489891,5.618999958,7937.37,16280.34,63942.91,5.301,8.353238041,489773
Maldives,MDV,South Asia,Upper middle income,2019,78.921,,2109.999895096,8.04001141,4.121590137,5.340000153,8122.28,15995,66720.47,5.609,8.353238041,504518
Mali,MLI,Sub-Saharan Africa,Low income,2001,48.758,16.2,1610,4.51951408,2.658449888,6.302999973,636033.28,10054240.09,2017488.66,3.468,80.420181355,11583825
Mali,MLI,Sub-Saharan Africa,Low income,2002,49.54,15.2,1399.999976158,4.99772739,2.896229982,7.164000034,677194.71,9999023.71,2110240.42,3.908,80.431034483,11952660
Mali,MLI,Sub-Saharan Africa,Low income,2003,50.373,15.1,1399.999976158,5.05059528,3.805599928,7.897999763,651226.14,10023158.9,2157201.46,4.714,80.409328227,12342167
Mali,MLI,Sub-Saharan Africa,Low income,2004,51.224,14.4,1480.000019073,5.21768284,3.859220028,8.75,555299.08,10072810.42,2202618.27,5.454,80.420181355,12751997
Mali,MLI,Sub-Saharan Africa,Low income,2005,52.057,13.3,1649.999976158,5.19515705,3.522180080,9.689000130,559210.25,10106599.71,2255837.98,6.248,80.420181355,13180556
Mali,MLI,Sub-Saharan Africa,Low income,2006,52.839,11.9,1889.999985695,5.45588827,3.505909836,10.699000359,584696.32,10150284.91,2316706.22,6.906,80.420181355,13623541
Mali,MLI,Sub-Saharan Africa,Low income,2007,53.553,10.4,2069.999933243,5.25303316,3.505909836,11.710000038,578778.65,10190666.42,2378772.62,8.156,80.420181355,14080916
Mali,MLI,Sub-Saharan Africa,Low income,2008,54.193,9.4,2079.999923706,5.04372358,3.403559923,10.494000435,608940.37,10183254.81,2476700.94,9.838,80.420181355,14551122
Mali,MLI,Sub-Saharan Africa,Low income,2009,54.756,7.4,2509.999990463,5.22657919,3.869040012,9.286999702,631624.62,10192848.16,2562387.48,10.232,80.420181355,15032645
Mali,MLI,Sub-Saharan Africa,Low income,2010,55.251,5.8,2779.999971390,4.67865038,3.343889952,8.069999695,631314.28,10248188.83,2618578.83,10.689,80.420181355,15529183
Mali,MLI,Sub-Saharan Africa,Low income,2011,55.701,4.2,3119.999885559,4.01483822,3.754230022,6.900000095,631356.62,10277501.22,2666047.9,12.995,80.420181355,16039734
Mali,MLI,Sub-Saharan Africa,Low income,2012,56.135,3.9,3109.999895096,3.7521615,3.479490042,6.650000095,670394.26,10357571.28,2733586.8,12.442,80.420181355,16514689
Mali,MLI,Sub-Saharan Africa,Low income,2013,56.578,3.7,3220.000028610,3.96750712,3.284650087,6.349999905,730859.94,10595151,2800653.79,13.243,80.420181355,17004038
Mali,MLI,Sub-Saharan Africa,Low income,2014,57.036,3.6,3380.000114441,4.48156309,3.648190022,6.380000114,691349.01,10693305.91,2886516.86,14.365,80.420181355,17551824
Mali,MLI,Sub-Saharan Africa,Low income,2015,57.509,3.4,3650.000095367,4.11143351,3.801520109,7.730000019,734243.79,10713095.47,3002249.94,13.105,80.420181355,18112910
Mali,MLI,Sub-Saharan Africa,Low income,2016,57.987,3.1,4670.000076294,3.77377391,3.094779968,7.570000172,785125.44,10541209.83,3201311.76,14.026,80.420181355,18700108
Mali,MLI,Sub-Saharan Africa,Low income,2017,58.452,3.1,5179.999828339,3.67425632,3.789769888,7.409999847,861303.54,10455713.77,3330760.45,15.366,80.420181355,19311356
Mali,MLI,Sub-Saharan Africa,Low income,2018,58.893,3.4,5469.999790192,3.73249865,3.905565023,7.427999973,959531.67,10432991.12,3408505.59,17.071,80.420181355,19934304
Mali,MLI,Sub-Saharan Africa,Low income,2019,59.306,5.6,5829.999923706,3.89389849,3.484102249,7.441999912,917064.7,10446688.28,3483913.85,17.28,80.420181355,20567430
Malta,MLT,Middle East & North Africa,High income,2001,78.843902439,2.5,2490,6.99985981,5.748633091,7.110000134,8172.44,5656.81,91973.09,4.355,99.999996449,402163
Malta,MLT,Middle East & North Africa,High income,2002,78.739024390,2.5,2319.999933243,7.70661688,4.143050194,6.900000095,8284.58,5675.98,93219.37,4.693,99.947038348,404708
Malta,MLT,Middle East & North Africa,High income,2003,78.546341463,2.5,2609.999895096,7.89556122,5.748633091,7.489999771,8407.42,5593.49,94143.2,5.489,99.947038348,406926
Malta,MLT,Middle East & North Africa,High income,2004,79.253658537,2.5,2599.999904633,8.04820728,4.434929848,7.320000172,8514.08,5623.28,94620.48,6.117,100,408805
Malta,MLT,Middle East & North Africa,High income,2005,79.3,2.5,2630.000114441,8.66396618,5.748633091,6.920000076,8549.32,5438.3,94981.89,6.407,99.999999580,410217
Malta,MLT,Middle East & North Africa,High income,2006,79.439024390,2.5,2650.000095367,8.80992031,5.748633091,6.800000191,8721.39,5377.56,95462.86,6.778,100,411204
Malta,MLT,Middle East & North Africa,High income,2007,79.792682927,2.5,2720.000028610,8.16883469,5.947500229,6.469999790,8816.52,5432.75,96466.41,7.925,100,412091
Malta,MLT,Middle East & North Africa,High income,2008,79.636585366,2.5,2720.000028610,7.8633585,5.501210213,5.980000019,8822.52,5517.13,97471.07,9.09,99.999996545,413407
Malta,MLT,Middle East & North Africa,High income,2009,80.241463415,2.5,2509.999990463,7.9238286,5.070390224,6.889999866,8779.58,5493.62,98315.14,8.696,99.999999541,415509
Malta,MLT,Middle East & North Africa,High income,2010,81.397560976,2.5,2589.999914169,7.95211124,6.250040054,6.849999905,8800.89,5472.77,99017.54,9.036,99.984023120,418758
Malta,MLT,Middle East & North Africa,High income,2011,80.746341463,2.5,2569.999933243,8.4481411,7.696129799,6.380000114,8854.52,5508.92,100342.54,9.639,99.966386390,423577
Malta,MLT,Middle East & North Africa,High income,2012,80.746341463,2.5,2720.000028610,8.37802982,6.345459938,6.199999809,8873.48,5540.22,101312.91,9.462,99.948754723,429912
Malta,MLT,Middle East & North Africa,High income,2013,81.746341463,2.5,2369.999885559,8.49665737,7.579239845,6.110000134,8893.11,5583.13,101898.04,10.551,99.931118095,437531
Malta,MLT,Middle East & North Africa,High income,2014,82.046341463,2.5,2359.999895096,9.08505249,7.004209995,5.719999790,8871.45,5577.96,102786.46,11.626,99.913489758,446449
Malta,MLT,Middle East & North Africa,High income,2015,81.897560976,2.5,1659.999966621,8.89759541,5.023980141,5.380000114,8838.27,5607,102832.16,11.091,99.895850350,456585
Malta,MLT,Middle East & North Africa,High income,2016,82.453658537,2.5,1350.000023842,8.94369507,5.084459782,4.690000057,9011.72,5676.47,104383.91,11.668,99.878219118,467717
Malta,MLT,Middle East & North Africa,High income,2017,82.346341463,2.5,1519.999980927,8.89494133,4.651629925,4,9155.35,5663.39,105545.35,13.489,99.860585047,479507
Malta,MLT,Middle East & North Africa,High income,2018,82.448780488,2.5,1549.999952316,8.81080437,5.748633091,3.660000086,9100.25,5662.63,106729.18,15.298,99.842952320,491590
Malta,MLT,Middle East & North Africa,High income,2019,82.858536585,2.5,1659.999966621,8.21444321,5.748633091,3.619999886,9202.64,5685.89,108042.18,15.881,99.825319728,503646
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2001,60.788,8.3,1400,3.57184672,2.106839895,9.828000069,104174.18,952086.34,394271.32,1.746,,2761830
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2002,60.892,7.9,1549.999952316,4.00226164,2.277149916,9.819999695,105279.52,939459.91,399696.77,1.777,,2821709
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2003,61.018,8.3,1480.000019073,4.03255796,2.365010023,9.788999557,103176.16,935953.5,401128.2,2.051,,2883328
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2004,61.17,8.5,1639.999985695,3.70430946,1.950799942,9.810999870,101159.87,921169.95,408811.2,2.363,,2946583
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2005,61.349,9.4,1509.999990463,3.40313458,2.120950997,9.791999817,109696.6,903726.12,416894.07,2.936,,3012363
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2006,61.552,8.8,1730.000019073,2.70253325,1.958510041,9.732000351,107522.57,866695.78,427071.51,3.92,,3081228
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2007,61.776,8.1,1990.000009537,2.87644672,2.120950997,9.876999855,107033.34,850409.88,427353.1,4.346,,3153519
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2008,62.015,7.3,1899.999976158,3.01339459,2.120950997,9.871000290,103004.82,832367.65,429665.19,5.206,,3233342
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2009,62.266,7.8,2349.999904633,3.11034536,2.120950997,9.873999596,105346.36,804285.46,443215.18,4.715,,3322625
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2010,62.527,8.2,2400.000095367,2.63619399,2.120950997,9.862000465,103656.12,792053.19,445700.41,5.629,,3419462
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2011,62.799,8.3,2460.000038147,2.47383666,2.331020117,9.857000351,105277.55,773874.33,453848.47,6.765,,3524250
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2012,63.079,7.9,2730.000019073,2.64919353,2.158210039,9.859999657,108836.96,743968.61,469608.4,6.728,,3636122
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2013,63.366,7.9,2589.999914169,2.86799884,2.293540001,9.956999779,111887.61,723629.75,478194.75,7.223,,3742965
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2014,63.654,8,2900.000095367,3.46724391,2.120950997,10.050999641,106649.7,717445.72,476925.8,6.593,,3843181
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2015,63.936,8.3,3559.999942780,3.67363763,2.120950997,10.137999535,106015.29,698992.14,485736.86,6.167,,3946225
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2016,64.208,8.5,3259.999990463,3.09649324,1.944059968,10.260999680,103368.87,682418.58,488427.71,6.399,,4051896
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2017,64.464,8.5,3490.000009537,3.33722878,2.120950997,10.340000153,105846.74,654014.08,500493.04,6.8,,4160018
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2018,64.704,8.6,3690.000057220,3.57909012,2.120950997,10.385000229,103300.08,640828.86,504601.56,7.474,,4270717
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2019,64.925,9.2,3950.000047684,3.30329728,1.824370027,10.392999649,102403.25,626351.46,512329.29,8.066,,4383853
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2001,71.765853659,5.7,2570,2.96084642,3.114860058,9.140000343,31585.82,43197.63,278067.42,4.614,,1225272
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2002,71.965853659,5.6,2609.999895096,3.23190355,3.060899973,8.199999809,32139.46,42341.9,285437.6,4.841,,1233974
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2003,72.117073171,5.4,2750,3.22486687,4.415830135,8.248999596,31165.35,40914.65,290498.46,5.817,,1242343
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2004,72.265853659,5.2,2769.999980927,3.36119127,4.313069820,8.340000153,31357.68,40640.89,292200.2,6.579,,1250388
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2005,72.432195122,5.1,2960.000038147,3.56529307,4.078199863,9.520000458,31439.56,40069.93,298252.99,6.489,,1258050
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2006,72.432195122,5,3299.999952316,3.65428853,3.697510004,9.039999962,31925.42,39705.43,301303.77,7.029,,1264777
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2007,72.570731707,5.2,3400.000095367,3.57065129,3.185400009,8.479999542,31741.94,40538.69,302218.49,8.15,,1270591
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2008,72.570731707,5,3470.000028610,3.99199653,3.063070059,7.170000076,31836.82,39388.22,310640.7,9.99,,1275691
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2009,72.882439024,4.7,3420.000076294,4.2265029,3.047310114,7.260000229,32103.02,37951.48,316900.09,9.129,,1279868
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2010,72.967317073,4.3,3660.000085831,4.57982111,3.551470041,7.650000095,31785,38312.06,316424.1,10.004,,1283347
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2011,73.266829268,4.5,3640.000104904,4.3078289,3.332070112,7.449999809,31829.07,38303.73,316519.8,11.518,,1286239
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2012,73.863414634,4.9,3730.000019073,4.27675056,3.418200016,7.469999790,30661.29,39428.52,319023.31,11.669,,1288753
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2013,74.017073171,5.2,3819.999933243,4.68303633,3.615789890,7.320000172,30900.62,39509.26,318292.56,12.293,,1290698
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2014,74.194390244,5.3,3950.000047684,5.49399614,4.916950226,7.469999790,30226.7,40124.47,325883.23,13.074,,1292112
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2015,74.353170732,5.6,3960.000038147,5.6999588,4.886670113,7.409999847,30757.48,38611.04,331007.95,12.007,,1293159
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2016,74.394878049,5.8,4039.999961853,5.70678568,5.013599873,6.809999943,30368.54,39577.87,336756.96,12.594,,1293909
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2017,74.514634146,6,4170.000076294,5.80943251,5.023129940,6.75,30743.78,38401.49,343050.3,13.714,,1294743
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2018,74.416341463,6,4130.000114441,5.86705875,4.834589958,6.429999828,30212.24,37465.23,350359.44,14.736,,1295386
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2019,74.235853659,7.2,4170.000076294,6.19943714,4.719299793,6.329999924,29876.03,36780.42,355910.13,14.436,,1296284
Mexico,MEX,Latin America & Caribbean,Upper middle income,2001,74.658,3.3,378830,4.8203578,4.241040230,2.630000114,3591742.93,5739024.98,16682733.14,756.703,39.776934556,99394288
Mexico,MEX,Latin America & Caribbean,Upper middle income,2002,74.922,3.7,386000,5.0716424,4.454959869,3,3614070.22,5537769.57,17114971.16,772.11,72.642792214,100917080
Mexico,MEX,Latin America & Caribbean,Upper middle income,2003,75.118,4.3,404690.002441406,5.81486464,5.072579861,3.460000038,3638564.34,5353287.65,17546298.9,729.335,72.997206304,102429344
Mexico,MEX,Latin America & Caribbean,Upper middle income,2004,75.243,4.6,414100.006103516,5.9539032,4.726709843,3.940000057,3599996.2,5163901.71,17774283.16,782.243,40.318105068,103945816
Mexico,MEX,Latin America & Caribbean,Upper middle income,2005,75.3,4.4,432190.002441406,5.83612156,4.845689774,3.559999943,3689547.48,5020395.24,18291872.34,877.477,40.494645158,105442400
Mexico,MEX,Latin America & Caribbean,Upper middle income,2006,75.296,4.1,448299.987792969,5.65525532,4.699920177,3.569999933,3741918.03,4855216.13,18553615.53,975.383,40.669318081,106886792
Mexico,MEX,Latin America & Caribbean,Upper middle income,2007,75.255,4.1,457119.995117188,5.76644516,4.690509796,3.630000114,3787650.04,4738184.42,18918541.87,1052.7,40.842093476,108302976
Mexico,MEX,Latin America & Caribbean,Upper middle income,2008,75.194,4.5,459549.987792969,5.69886971,4.820069790,3.869999886,4086155.82,4655409.93,19623323.76,1109.99,41.013099303,109684496
Mexico,MEX,Latin America & Caribbean,Upper middle income,2009,75.128,4.7,448369.995117188,6.12978458,5.187940121,5.360000134,4333523.28,4575608.7,20218181.87,900.047,41.182264543,111049424
Mexico,MEX,Latin America & Caribbean,Upper middle income,2010,75.065,4.8,462869.995117188,5.73688889,5.159220219,5.300000191,4424916.24,4435030.2,20382411.52,1057.8,41.349665235,112532400
Mexico,MEX,Latin America & Caribbean,Upper middle income,2011,75.011,4.7,478399.993896484,5.51883602,5.105649948,5.170000076,4477229.47,4323209.8,20646095.42,1180.49,41.515477444,114150480
Mexico,MEX,Latin America & Caribbean,Upper middle income,2012,74.966,4.6,486450.012207031,5.66522121,5.103099823,4.889999866,4418153.67,4229085.36,21118932.18,1201.09,41.679591722,115755912
Mexico,MEX,Latin America & Caribbean,Upper middle income,2013,74.93,4.2,475739.990234375,5.80923605,4.696050167,4.909999847,4432165.91,4155322.14,21923760.82,1274.44,41.842083990,117290680
Mexico,MEX,Latin America & Caribbean,Upper middle income,2014,74.908,4.4,462239.990234375,5.55341005,5.257470131,4.809999943,4353964.28,4058536.94,22463160.26,1315.36,42.002961037,118755888
Mexico,MEX,Latin America & Caribbean,Upper middle income,2015,74.904,5,471630.004882813,5.72277403,5.229420185,4.309999943,4400865.03,3957337.98,22899107.82,1171.87,42.162163940,120149896
Mexico,MEX,Latin America & Caribbean,Upper middle income,2016,74.917,5.8,473309.997558594,5.55345869,4.906819820,3.859999895,4617131.95,3853912.09,23550661.72,1078.49,42.319757795,121519224
Mexico,MEX,Latin America & Caribbean,Upper middle income,2017,74.947,6.1,471579.986572266,5.45759058,4.518219948,3.420000076,5074970.67,3794766.45,24415569.65,1158.91,42.475699591,122839256
Mexico,MEX,Latin America & Caribbean,Upper middle income,2018,74.992,6,452570.007324219,5.37870932,4.254220009,3.279999971,5039402.33,3738254.4,24918952.68,1222.41,42.630024047,124013864
Mexico,MEX,Latin America & Caribbean,Upper middle income,2019,75.054,6,449269.989013672,5.43305254,4.831643873,3.480000019,4845347.59,3665959.98,25469089.6,1269.01,42.782743657,125085312
Moldova,MDA,Europe & Central Asia,Upper middle income,2001,67.185,,7020,6.23449707,4.846849918,7.289999962,232794.87,159857.91,1255903.82,1.481,42.261365844,4200500
Moldova,MDA,Europe & Central Asia,Upper middle income,2002,67.362,,7179.999828339,7.40437651,5.497910023,6.800000191,229437.44,154848.73,1276064.57,1.662,100,4147644
Moldova,MDA,Europe & Central Asia,Upper middle income,2003,67.521,,7769.999980927,7.02227592,5.424890041,7.949999809,225330.19,151904.29,1291216.1,1.981,100,4093984
Moldova,MDA,Europe & Central Asia,Upper middle income,2004,67.665,,7780.000209808,8.97114944,6.771039963,8.170000076,221088.61,150566.02,1280968.08,2.598,48.267050735,4046998
Moldova,MDA,Europe & Central Asia,Upper middle income,2005,67.82,,8180.000305176,9.55814838,7.162700176,7.289999962,230090.31,153380.94,1326734.79,2.988,50.455474450,4001380
Moldova,MDA,Europe & Central Asia,Upper middle income,2006,68.022,,7980.000019073,10.54445267,7.498990059,7.380000114,223609.84,149411.39,1301606.99,3.408,52.770629727,3942748
Moldova,MDA,Europe & Central Asia,Upper middle income,2007,68.302,,8140.000343323,11.02066803,8.293370247,5.070000172,217314.55,148796.55,1292524.68,4.401,55.117807022,3876847
Moldova,MDA,Europe & Central Asia,Upper middle income,2008,68.671,,8149.999618530,10.94920063,8.237270355,3.980000019,210798.87,146725.26,1275096.42,6.055,57.497057780,3812420
Moldova,MDA,Europe & Central Asia,Upper middle income,2009,69.119,,7639.999866486,13.6766243,9.509759903,6.400000095,207894.24,143451.84,1274632.59,5.439,59.908422353,3749496
Moldova,MDA,Europe & Central Asia,Upper middle income,2010,69.616,,8300.000190735,10.13112831,7.592299938,7.449999809,209404.98,141030.03,1295402.61,6.975,62.351954122,3678186
Moldova,MDA,Europe & Central Asia,Upper middle income,2011,70.119,,8340.000152588,9.09670353,7.136380196,6.679999828,185370.38,128783.84,1195110.48,8.414,64.827693467,3595135
Moldova,MDA,Europe & Central Asia,Upper middle income,2012,70.581,,8140.000343323,9.13962078,6.983389854,5.579999924,182086.81,124282.47,1191533.53,8.709,67.335689452,3507197
Moldova,MDA,Europe & Central Asia,Upper middle income,2013,70.968,,7179.999828339,8.68300343,5.909759998,5.099999905,171618.4,119307.41,1164932.19,9.497,69.875982063,3416532
Moldova,MDA,Europe & Central Asia,Upper middle income,2014,71.267,,7710.000038147,8.63275719,6.266019821,3.730000019,172459.69,119823.13,1197767.68,9.4,72.448624109,3338338
Moldova,MDA,Europe & Central Asia,Upper middle income,2015,71.478,,8020.000457764,8.55763531,5.805689812,4.699999809,170275.5,118837.27,1223332.64,7.799,72.773731780,3277390
Moldova,MDA,Europe & Central Asia,Upper middle income,2016,71.617,,8140.000343323,7.53552246,5.608449936,4.019999981,162985.92,112981.03,1194280.9,7.982,73.105944709,3225125
Moldova,MDA,Europe & Central Asia,Upper middle income,2017,71.717,,8060.000419617,7.01328516,5.618440151,4.099999905,149506.5,106426.6,1139638.64,9.519,73.444444136,3180515
Moldova,MDA,Europe & Central Asia,Upper middle income,2018,71.808,,8539.999961853,6.58753443,5.439730167,4.110000134,146864.99,102431.38,1130224.35,11.254,73.789217205,3141839
Moldova,MDA,Europe & Central Asia,Upper middle income,2019,71.901,,8859.999656677,6.3779459,6.103789806,5.099999905,145912.84,99599.43,1120227.64,11.736,74.139722176,3109496
Mongolia,MNG,East Asia & Pacific,Lower middle income,2001,63.319,31.1,8970,4.3172245,5.004717861,6.212999821,151574.31,311492.22,596024.26,1.268,19.215406089,2472612
Mongolia,MNG,East Asia & Pacific,Lower middle income,2002,63.777,30.6,9600.000381470,4.43462992,7.210780144,6.199999809,153650.9,289727.4,601688.57,1.397,28.465670051,2494622
Mongolia,MNG,East Asia & Pacific,Lower middle income,2003,64.23,30.8,9310.000419617,3.51071095,5.004717861,6.800000191,158965.18,274424.75,609888.73,1.595,28.465670051,2516461
Mongolia,MNG,East Asia & Pacific,Lower middle income,2004,64.671,30.7,9560.000419617,3.57047367,4.325729847,6.822999954,165445.31,262173.59,619240.13,1.992,22.220083796,2537955
Mongolia,MNG,East Asia & Pacific,Lower middle income,2005,65.103,29.6,11060.000419617,3.75525045,5.004717861,7.039000034,169657.73,249870.69,630709.38,2.523,23.258907363,2559258
Mongolia,MNG,East Asia & Pacific,Lower middle income,2006,65.538,27.4,12420.000076294,3.74971414,5.004717861,7.125,170152.46,241325.39,640547.09,3.414,24.315553751,2581245
Mongolia,MNG,East Asia & Pacific,Lower middle income,2007,65.985,25.2,13020.000457764,4.07522488,4.690130234,7.199999809,173040.83,236644,647016.4,4.235,25.388633733,2605647
